,year,Tave MIR,Tave MPI,Tave NOR,Tmax,Tmax.1,Tmax.2,Tmin,Tmin.1,Tmin.2,city
574,2071-01-01,21.1322580645161,19.5096774193548,19.8064516129032,25.4709677419355,24.1064516129032,24.2774193548387,17.1645161290323,15.3387096774194,15.9967741935484,Mons
575,2072-01-01,21.1322580645161,20.3096774193548,20.0064516129032,25.1709677419355,24.7064516129032,24.6774193548387,17.6645161290323,16.2387096774194,15.7967741935484,Mons
576,2073-01-01,21.9322580645161,23.8096774193548,19.8064516129032,26.7709677419355,28.9064516129032,23.9774193548387,17.7645161290323,18.8387096774194,15.9967741935484,Mons
577,2074-01-01,20.2322580645161,22.8096774193548,20.1064516129032,24.3709677419355,27.7064516129032,24.7774193548387,16.7645161290323,18.2387096774194,15.4967741935484,Mons
578,2075-01-01,20.6322580645161,22.3096774193548,22.5064516129032,25.2709677419355,27.7064516129032,27.4774193548387,16.5645161290323,17.1387096774194,17.7967741935484,Mons
579,2076-01-01,20.4322580645161,20.2096774193548,20.8064516129032,25.1709677419355,24.5064516129032,25.2774193548387,16.0645161290323,16.2387096774194,16.8967741935484,Mons
580,2077-01-01,23.2322580645161,20.4096774193548,17.9064516129032,28.0709677419355,25.0064516129032,21.6774193548387,18.9645161290323,16.2387096774194,14.6967741935484,Mons
581,2078-01-01,21.4322580645161,19.7096774193548,19.5064516129032,26.0709677419355,24.0064516129032,23.7774193548387,16.9645161290323,16.1387096774194,15.6967741935484,Mons
582,2079-01-01,23.0322580645161,20.4096774193548,20.4064516129032,27.6709677419355,24.9064516129032,25.0774193548387,18.8645161290323,16.2387096774194,16.2967741935484,Mons
583,2080-01-01,22.9322580645161,21.2096774193548,21.3064516129032,27.7709677419355,26.2064516129032,25.8774193548387,18.4645161290323,16.3387096774194,16.9967741935484,Mons
584,2081-01-01,21.2322580645161,19.7096774193548,18.2064516129032,25.5709677419355,24.0064516129032,21.7774193548387,17.1645161290323,16.0387096774194,15.0967741935484,Mons
585,2082-01-01,20.3322580645161,20.8096774193548,21.7064516129032,24.4709677419355,25.8064516129032,26.7774193548387,16.7645161290323,16.2387096774194,16.6967741935484,Mons
586,2083-01-01,19.7322580645161,22.1096774193548,22.3064516129032,23.7709677419355,26.8064516129032,27.0774193548387,16.4645161290323,17.8387096774194,17.6967741935484,Mons
587,2084-01-01,21.5322580645161,19.4096774193548,21.7064516129032,26.4709677419355,23.4064516129032,26.2774193548387,16.8645161290323,16.0387096774194,17.6967741935484,Mons
588,2085-01-01,21.6322580645161,22.6096774193548,24.8064516129032,26.1709677419355,27.5064516129032,29.8774193548387,17.5645161290323,17.8387096774194,19.8967741935484,Mons
589,2086-01-01,22.1322580645161,21.2096774193548,21.3064516129032,26.9709677419355,25.7064516129032,26.0774193548387,17.4645161290323,17.0387096774194,17.1967741935484,Mons
590,2087-01-01,22.0322580645161,21.4096774193548,21.4064516129032,26.9709677419355,26.4064516129032,26.6774193548387,17.3645161290323,16.5387096774194,16.2967741935484,Mons
591,2088-01-01,21.8322580645161,20.6096774193548,18.7064516129032,27.1709677419355,25.3064516129032,22.9774193548387,16.9645161290323,16.4387096774194,14.9967741935484,Mons
592,2089-01-01,22.6322580645161,22.9096774193548,22.4064516129032,27.5709677419355,27.7064516129032,27.2774193548387,18.0645161290323,18.3387096774194,17.9967741935484,Mons
593,2090-01-01,23.4322580645161,19.5096774193548,22.2064516129032,27.8709677419355,23.6064516129032,27.5774193548387,19.4645161290323,15.7387096774194,16.8967741935484,Mons
594,2091-01-01,22.0322580645161,19.5096774193548,20.1064516129032,26.6709677419355,23.4064516129032,24.0774193548387,17.9645161290323,16.2387096774194,16.8967741935484,Mons
595,2092-01-01,21.7322580645161,20.2096774193548,20.7064516129032,26.5709677419355,24.7064516129032,24.8774193548387,17.4645161290323,16.2387096774194,16.9967741935484,Mons
596,2093-01-01,21.3322580645161,21.9096774193548,23.8064516129032,26.5709677419355,27.0064516129032,29.2774193548387,16.3645161290323,16.9387096774194,18.5967741935484,Mons
597,2094-01-01,21.8322580645161,22.9096774193548,21.3064516129032,26.6709677419355,28.3064516129032,25.6774193548387,17.3645161290323,17.7387096774194,17.3967741935484,Mons
598,2095-01-01,22.3322580645161,21.7096774193548,23.1064516129032,27.3709677419355,26.3064516129032,27.6774193548387,17.6645161290323,17.4387096774194,19.2967741935484,Mons
599,2096-01-01,22.4322580645161,20.9096774193548,21.9064516129032,27.1709677419355,25.5064516129032,27.0774193548387,17.8645161290323,16.7387096774194,16.9967741935484,Mons
600,2097-01-01,21.5322580645161,20.5096774193548,22.0064516129032,26.1709677419355,24.9064516129032,26.5774193548387,17.2645161290323,16.5387096774194,17.7967741935484,Mons
601,2098-01-01,22.3322580645161,22.4096774193548,21.5064516129032,26.6709677419355,27.1064516129032,25.6774193548387,18.3645161290323,18.1387096774194,17.6967741935484,Mons
602,2099-01-01,21.5322580645161,22.2096774193548,22.1064516129032,26.0709677419355,26.7064516129032,26.6774193548387,17.5645161290323,18.1387096774194,17.6967741935484,Mons
603,2100-01-01,21.7322580645161,22.4096774193548,22.7064516129032,25.9709677419355,27.7064516129032,27.5774193548387,18.0645161290323,17.2387096774194,18.4967741935484,Mons
604,1950-01-01,20.1,20.1,20.1,25.3,25.3,25.3,15.1,15.1,15.1,Tournais
605,1951-01-01,18.6,18.6,18.6,23.4,23.4,23.4,14.3,14.3,14.3,Tournais
606,1952-01-01,19.2,19.2,19.2,24.3,24.3,24.3,14.5,14.5,14.5,Tournais
607,1953-01-01,18.1,18.1,18.1,23.1,23.1,23.1,14.0,14.0,14.0,Tournais
608,1954-01-01,16.9,16.9,16.9,21.4,21.4,21.4,13.1,13.1,13.1,Tournais
609,1955-01-01,18.8,18.8,18.8,23.9,23.9,23.9,14.4,14.4,14.4,Tournais
610,1956-01-01,16.6,16.6,16.6,20.9,20.9,20.9,12.9,12.9,12.9,Tournais
611,1957-01-01,18.9,18.9,18.9,23.6,23.6,23.6,14.5,14.5,14.5,Tournais
612,1958-01-01,18.0,18.0,18.0,22.5,22.5,22.5,13.9,13.9,13.9,Tournais
613,1959-01-01,19.4,19.4,19.4,25.0,25.0,25.0,14.2,14.2,14.2,Tournais
614,1960-01-01,17.7,17.7,17.7,22.3,22.3,22.3,13.9,13.9,13.9,Tournais
615,1961-01-01,17.8,17.8,17.8,22.4,22.4,22.4,13.6,13.6,13.6,Tournais
616,1962-01-01,17.1,17.1,17.1,21.7,21.7,21.7,12.8,12.8,12.8,Tournais
617,1963-01-01,17.5,17.5,17.5,21.9,21.9,21.9,13.8,13.8,13.8,Tournais
618,1964-01-01,18.6,18.6,18.6,23.4,23.4,23.4,14.1,14.1,14.1,Tournais
619,1965-01-01,16.9,16.9,16.9,21.3,21.3,21.3,13.1,13.1,13.1,Tournais
620,1966-01-01,17.6,17.6,17.6,22.1,22.1,22.1,13.7,13.7,13.7,Tournais
621,1967-01-01,18.6,18.6,18.6,23.2,23.2,23.2,14.4,14.4,14.4,Tournais
622,1968-01-01,17.1,17.1,17.1,21.2,21.2,21.2,13.8,13.8,13.8,Tournais
623,1969-01-01,18.3,18.3,18.3,22.4,22.4,22.4,14.6,14.6,14.6,Tournais
624,1970-01-01,18.6,18.6,18.6,23.1,23.1,23.1,14.6,14.6,14.6,Tournais
625,1971-01-01,18.3,18.3,18.3,22.7,22.7,22.7,14.4,14.4,14.4,Tournais
626,1972-01-01,16.3,16.3,16.3,20.1,20.1,20.1,13.1,13.1,13.1,Tournais
627,1973-01-01,19.1,19.1,19.1,23.9,23.9,23.9,14.8,14.8,14.8,Tournais
628,1974-01-01,17.2,17.2,17.2,21.7,21.7,21.7,13.3,13.3,13.3,Tournais
629,1975-01-01,19.2,19.2,19.2,23.8,23.8,23.8,15.0,15.0,15.0,Tournais
630,1976-01-01,20.1,20.1,20.1,25.8,25.8,25.8,14.7,14.7,14.7,Tournais
631,1977-01-01,16.4,16.4,16.4,20.4,20.4,20.4,13.1,13.1,13.1,Tournais
632,1978-01-01,16.2,16.2,16.2,20.2,20.2,20.2,12.8,12.8,12.8,Tournais
633,1979-01-01,17.0,17.0,17.0,21.2,21.2,21.2,13.3,13.3,13.3,Tournais
634,1980-01-01,16.6,16.6,16.6,20.3,20.3,20.3,13.3,13.3,13.3,Tournais
635,1981-01-01,16.9,16.9,16.9,20.6,20.6,20.6,13.7,13.7,13.7,Tournais
636,1982-01-01,18.6,18.6,18.6,22.8,22.8,22.8,14.9,14.9,14.9,Tournais
637,1983-01-01,19.8,19.8,19.8,24.7,24.7,24.7,15.5,15.5,15.5,Tournais
638,1984-01-01,17.6,17.6,17.6,21.8,21.8,21.8,13.8,13.8,13.8,Tournais
639,1985-01-01,17.4,17.4,17.4,21.6,21.6,21.6,13.7,13.7,13.7,Tournais
640,1986-01-01,17.9,17.9,17.9,22.4,22.4,22.4,14.0,14.0,14.0,Tournais
641,1987-01-01,16.6,16.6,16.6,20.1,20.1,20.1,13.6,13.6,13.6,Tournais
642,1988-01-01,16.9,16.9,16.9,21.0,21.0,21.0,13.5,13.5,13.5,Tournais
643,1989-01-01,18.8,18.8,18.8,23.7,23.7,23.7,14.4,14.4,14.4,Tournais
644,1990-01-01,18.6,18.6,18.6,23.7,23.7,23.7,13.9,13.9,13.9,Tournais
645,1991-01-01,18.0,18.0,18.0,22.1,22.1,22.1,14.3,14.3,14.3,Tournais
646,1992-01-01,18.5,18.5,18.5,22.7,22.7,22.7,14.9,14.9,14.9,Tournais
647,1993-01-01,17.6,17.6,17.6,22.0,22.0,22.0,13.7,13.7,13.7,Tournais
648,1994-01-01,19.7,19.7,19.7,24.7,24.7,24.7,15.2,15.2,15.2,Tournais
649,1995-01-01,19.5,19.5,19.5,24.3,24.3,24.3,15.4,15.4,15.4,Tournais
650,1996-01-01,17.9,17.9,17.9,22.4,22.4,22.4,13.9,13.9,13.9,Tournais
651,1997-01-01,19.2,19.2,19.2,23.3,23.3,23.3,15.5,15.5,15.5,Tournais
652,1998-01-01,17.7,17.7,17.7,21.8,21.8,21.8,14.0,14.0,14.0,Tournais
653,1999-01-01,18.9,18.9,18.9,23.7,23.7,23.7,14.7,14.7,14.7,Tournais
654,2000-01-01,17.7,17.7,17.7,22.0,22.0,22.0,14.1,14.1,14.1,Tournais
655,2001-01-01,18.7,18.7,18.7,23.0,23.0,23.0,14.9,14.9,14.9,Tournais
656,2002-01-01,18.6,18.6,18.6,22.6,22.6,22.6,15.1,15.1,15.1,Tournais
657,2003-01-01,21.0,21.0,21.0,25.9,25.9,25.9,16.5,16.5,16.5,Tournais
658,2004-01-01,18.4,18.4,18.4,22.6,22.6,22.6,14.8,14.8,14.8,Tournais
659,2005-01-01,18.6,18.6,18.6,23.1,23.1,23.1,14.6,14.6,14.6,Tournais
660,2006-01-01,19.5,19.5,19.5,23.9,23.9,23.9,15.5,15.5,15.5,Tournais
661,2007-01-01,17.7,17.7,17.7,21.6,21.6,21.6,14.4,14.4,14.4,Tournais
662,2008-01-01,18.4,18.4,18.4,22.6,22.6,22.6,14.7,14.7,14.7,Tournais
663,2009-01-01,19.2,19.2,19.2,24.1,24.1,24.1,14.9,14.9,14.9,Tournais
664,2010-01-01,19.2,19.2,19.2,23.6,23.6,23.6,15.2,15.2,15.2,Tournais
665,2011-01-01,17.5,17.5,17.5,21.7,21.7,21.7,13.8,13.8,13.8,Tournais
666,2012-01-01,18.6,18.6,18.6,23.2,23.2,23.2,14.8,14.8,14.8,Tournais
667,2013-01-01,19.3,19.3,19.3,24.0,24.0,24.0,15.2,15.2,15.2,Tournais
668,2014-01-01,18.2,18.2,18.2,22.3,22.3,22.3,14.6,14.6,14.6,Tournais
669,2015-01-01,19.5,19.5,19.5,24.3,24.3,24.3,15.0,15.0,15.0,Tournais
670,2016-01-01,19.2,19.2,19.2,23.3,23.3,23.3,15.6,15.6,15.6,Tournais
671,2017-01-01,20.2,20.2,20.2,25.1,25.1,25.1,15.7,15.7,15.7,Tournais
672,2018-01-01,20.5,20.5,20.5,25.8,25.8,25.8,15.6,15.6,15.6,Tournais
673,2019-01-01,20.7,20.7,20.7,25.9,25.9,25.9,15.9,15.9,15.9,Tournais
674,2020-01-01,19.9,19.9,19.9,24.7,24.7,24.7,15.7,15.7,15.7,Tournais
675,2021-01-01,18.7,18.7,18.7,22.6,22.6,22.6,15.4,15.4,15.4,Tournais
676,2022-01-01,20.8,20.8,20.8,26.0,26.0,26.0,15.7,15.7,15.7,Tournais
677,2023-01-01,19.7064516129032,19.1451612903226,18.9451612903226,24.3225806451613,23.5096774193548,23.4645161290323,15.5,15.0903225806452,15.2838709677419,Tournais
678,2024-01-01,19.1064516129032,22.2451612903226,17.3451612903226,23.3225806451613,26.8096774193548,21.0645161290323,15.3,17.7903225806452,14.1838709677419,Tournais
679,2025-01-01,17.9064516129032,20.4451612903226,19.3451612903226,22.2225806451613,25.3096774193548,23.7645161290323,14.1,15.8903225806452,15.1838709677419,Tournais
680,2026-01-01,20.3064516129032,19.4451612903226,17.4451612903226,24.9225806451613,24.1096774193548,21.1645161290323,16.3,15.2903225806452,14.2838709677419,Tournais
681,2027-01-01,18.1064516129032,17.9451612903226,19.4451612903226,22.5225806451613,22.1096774193548,23.7645161290323,14.4,14.1903225806452,15.4838709677419,Tournais
682,2028-01-01,18.8064516129032,17.2451612903226,18.6451612903226,23.4225806451613,21.1096774193548,23.1645161290323,14.7,13.9903225806452,14.4838709677419,Tournais
683,2029-01-01,19.7064516129032,18.9451612903226,18.9451612903226,24.3225806451613,23.7096774193548,22.9645161290323,15.9,14.5903225806452,15.4838709677419,Tournais
684,2030-01-01,19.9064516129032,19.4451612903226,17.9451612903226,24.7225806451613,24.5096774193548,22.0645161290323,15.7,14.9903225806452,14.5838709677419,Tournais
685,2031-01-01,19.0064516129032,20.2451612903226,19.0451612903226,23.7225806451613,25.1096774193548,23.1645161290323,14.9,15.6903225806452,15.4838709677419,Tournais
686,2032-01-01,19.6064516129032,20.7451612903226,18.8451612903226,24.0225806451613,25.5096774193548,23.2645161290323,15.8,16.1903225806452,14.7838709677419,Tournais
687,2033-01-01,19.5064516129032,18.1451612903226,20.3451612903226,24.1225806451613,22.2096774193548,24.8645161290323,15.4,14.8903225806452,16.1838709677419,Tournais
688,2034-01-01,20.0064516129032,20.7451612903226,17.8451612903226,24.6225806451613,25.5096774193548,21.4645161290323,15.9,16.4903225806452,14.7838709677419,Tournais
689,2035-01-01,20.1064516129032,18.2451612903226,19.3451612903226,24.8225806451613,22.3096774193548,23.6645161290323,16.1,14.7903225806452,15.2838709677419,Tournais
690,2036-01-01,19.0064516129032,18.8451612903226,20.7451612903226,23.6225806451613,23.1096774193548,25.4645161290323,14.9,15.2903225806452,16.4838709677419,Tournais
691,2037-01-01,19.9064516129032,18.8451612903226,19.2451612903226,24.0225806451613,23.1096774193548,23.4645161290323,16.3,15.0903225806452,15.5838709677419,Tournais
692,2038-01-01,19.0064516129032,18.1451612903226,19.2451612903226,23.5225806451613,22.5096774193548,22.9645161290323,15.2,14.3903225806452,15.8838709677419,Tournais
693,2039-01-01,19.7064516129032,18.6451612903226,19.2451612903226,24.3225806451613,22.9096774193548,23.5645161290323,15.8,15.0903225806452,15.3838709677419,Tournais
694,2040-01-01,19.7064516129032,18.8451612903226,17.1451612903226,24.6225806451613,23.3096774193548,20.7645161290323,15.7,14.7903225806452,14.1838709677419,Tournais
695,2041-01-01,20.5064516129032,20.4451612903226,18.2451612903226,25.4225806451613,25.7096774193548,22.5645161290323,16.1,15.2903225806452,14.5838709677419,Tournais
696,2042-01-01,18.9064516129032,19.5451612903226,18.0451612903226,23.3225806451613,24.1096774193548,22.0645161290323,15.2,15.5903225806452,14.3838709677419,Tournais
697,2043-01-01,20.4064516129032,19.6451612903226,21.5451612903226,24.6225806451613,24.3096774193548,26.3645161290323,16.8,15.4903225806452,17.4838709677419,Tournais
698,2044-01-01,19.0064516129032,20.1451612903226,19.6451612903226,23.8225806451613,24.8096774193548,24.2645161290323,14.8,15.8903225806452,15.1838709677419,Tournais
699,2045-01-01,19.8064516129032,18.9451612903226,19.4451612903226,23.8225806451613,23.7096774193548,23.6645161290323,16.3,14.6903225806452,15.5838709677419,Tournais
700,2046-01-01,19.7064516129032,20.1451612903226,19.4451612903226,24.7225806451613,24.6096774193548,23.7645161290323,14.8,16.0903225806452,15.6838709677419,Tournais
701,2047-01-01,20.7064516129032,19.2451612903226,19.3451612903226,25.5225806451613,23.7096774193548,22.9645161290323,16.6,15.1903225806452,16.2838709677419,Tournais
702,2048-01-01,19.0064516129032,18.4451612903226,18.5451612903226,24.2225806451613,22.9096774193548,22.5645161290323,14.5,14.5903225806452,15.1838709677419,Tournais
703,2049-01-01,20.2064516129032,20.2451612903226,19.5451612903226,25.0225806451613,25.3096774193548,23.7645161290323,15.8,15.4903225806452,16.1838709677419,Tournais
704,2050-01-01,20.8064516129032,21.7451612903226,20.4451612903226,25.6225806451613,26.8096774193548,25.8645161290323,16.5,16.6903225806452,15.3838709677419,Tournais
705,2051-01-01,19.5064516129032,19.8451612903226,19.2451612903226,24.1225806451613,24.3096774193548,23.3645161290323,15.6,15.9903225806452,15.4838709677419,Tournais
706,2052-01-01,19.8064516129032,20.6451612903226,19.5451612903226,24.3225806451613,25.5096774193548,23.7645161290323,15.8,16.0903225806452,15.8838709677419,Tournais
707,2053-01-01,21.0064516129032,21.1451612903226,18.0451612903226,25.5225806451613,25.7096774193548,21.4645161290323,17.2,16.8903225806452,15.0838709677419,Tournais
708,2054-01-01,20.5064516129032,21.9451612903226,19.4451612903226,24.5225806451613,26.9096774193548,23.1645161290323,17.3,17.3903225806452,16.1838709677419,Tournais
709,2055-01-01,19.4064516129032,19.5451612903226,21.5451612903226,23.5225806451613,24.0096774193548,26.3645161290323,16.0,15.5903225806452,17.1838709677419,Tournais
710,2056-01-01,20.1064516129032,18.8451612903226,22.3451612903226,24.3225806451613,23.4096774193548,27.5645161290323,16.6,14.6903225806452,17.7838709677419,Tournais
711,2057-01-01,21.0064516129032,19.4451612903226,20.5451612903226,25.5225806451613,23.9096774193548,24.8645161290323,17.3,15.3903225806452,16.6838709677419,Tournais
712,2058-01-01,21.0064516129032,20.2451612903226,21.1451612903226,26.1225806451613,24.9096774193548,25.5645161290323,16.7,16.0903225806452,17.1838709677419,Tournais
713,2059-01-01,19.0064516129032,21.7451612903226,19.9451612903226,23.7225806451613,26.6096774193548,24.5645161290323,14.9,17.2903225806452,16.1838709677419,Tournais
714,2060-01-01,22.0064516129032,18.4451612903226,20.6451612903226,27.3225806451613,22.8096774193548,25.5645161290323,17.0,14.6903225806452,16.1838709677419,Tournais
715,2061-01-01,20.6064516129032,20.5451612903226,20.7451612903226,25.3225806451613,25.2096774193548,25.1645161290323,16.2,15.8903225806452,16.6838709677419,Tournais
716,2062-01-01,19.1064516129032,20.6451612903226,20.6451612903226,24.3225806451613,25.7096774193548,25.0645161290323,14.7,15.7903225806452,16.2838709677419,Tournais
717,2063-01-01,21.0064516129032,22.0451612903226,18.5451612903226,26.1225806451613,27.7096774193548,22.3645161290323,16.5,16.6903225806452,15.0838709677419,Tournais
718,2064-01-01,20.3064516129032,18.7451612903226,22.2451612903226,25.2225806451613,22.7096774193548,27.5645161290323,15.9,15.5903225806452,17.3838709677419,Tournais
719,2065-01-01,19.6064516129032,19.7451612903226,21.0451612903226,24.1225806451613,24.6096774193548,25.7645161290323,15.5,15.3903225806452,16.6838709677419,Tournais
720,2066-01-01,20.4064516129032,19.7451612903226,21.2451612903226,25.2225806451613,24.3096774193548,26.0645161290323,16.0,15.4903225806452,16.7838709677419,Tournais
721,2067-01-01,22.9064516129032,20.0451612903226,20.0451612903226,28.5225806451613,24.9096774193548,24.7645161290323,17.9,15.5903225806452,15.5838709677419,Tournais
722,2068-01-01,20.2064516129032,19.2451612903226,21.6451612903226,25.0225806451613,23.9096774193548,26.5645161290323,15.9,15.3903225806452,17.1838709677419,Tournais
723,2069-01-01,21.1064516129032,19.8451612903226,20.2451612903226,25.9225806451613,23.9096774193548,24.1645161290323,16.8,15.9903225806452,16.8838709677419,Tournais
724,2070-01-01,21.4064516129032,20.6451612903226,21.7451612903226,25.8225806451613,25.4096774193548,26.2645161290323,17.5,16.4903225806452,17.7838709677419,Tournais
725,2071-01-01,21.1064516129032,19.4451612903226,19.6451612903226,25.5225806451613,24.1096774193548,24.0645161290323,17.3,15.1903225806452,15.8838709677419,Tournais
726,2072-01-01,21.2064516129032,20.3451612903226,19.8451612903226,25.2225806451613,24.8096774193548,24.5645161290323,17.8,16.3903225806452,15.4838709677419,Tournais
727,2073-01-01,21.7064516129032,23.6451612903226,19.5451612903226,26.7225806451613,28.8096774193548,23.9645161290323,17.5,18.7903225806452,15.8838709677419,Tournais
728,2074-01-01,20.4064516129032,22.7451612903226,19.8451612903226,24.6225806451613,27.6096774193548,24.4645161290323,17.0,18.0903225806452,15.2838709677419,Tournais
729,2075-01-01,20.3064516129032,22.0451612903226,22.1451612903226,25.0225806451613,27.5096774193548,27.2645161290323,16.4,16.9903225806452,17.4838709677419,Tournais
730,2076-01-01,20.1064516129032,20.2451612903226,20.8451612903226,24.9225806451613,24.6096774193548,25.2645161290323,15.7,16.1903225806452,16.9838709677419,Tournais
731,2077-01-01,22.8064516129032,20.3451612903226,17.8451612903226,27.8225806451613,24.8096774193548,21.3645161290323,18.5,16.1903225806452,14.8838709677419,Tournais
732,2078-01-01,21.3064516129032,19.8451612903226,19.4451612903226,26.0225806451613,24.1096774193548,23.7645161290323,17.0,16.1903225806452,15.7838709677419,Tournais
733,2079-01-01,22.7064516129032,20.2451612903226,20.1451612903226,27.6225806451613,24.7096774193548,25.0645161290323,18.4,16.1903225806452,15.9838709677419,Tournais
734,2080-01-01,22.7064516129032,21.0451612903226,21.2451612903226,27.7225806451613,26.2096774193548,25.8645161290323,18.1,16.2903225806452,16.9838709677419,Tournais
735,2081-01-01,21.0064516129032,19.6451612903226,18.1451612903226,25.5225806451613,23.8096774193548,21.6645161290323,17.1,15.9903225806452,15.1838709677419,Tournais
736,2082-01-01,20.1064516129032,20.7451612903226,21.5451612903226,24.5225806451613,25.5096774193548,26.5645161290323,16.6,16.1903225806452,16.6838709677419,Tournais
737,2083-01-01,19.6064516129032,22.1451612903226,22.0451612903226,23.8225806451613,26.7096774193548,26.9645161290323,16.2,18.0903225806452,17.6838709677419,Tournais
738,2084-01-01,21.1064516129032,19.5451612903226,21.3451612903226,26.1225806451613,23.6096774193548,26.0645161290323,16.7,16.1903225806452,17.3838709677419,Tournais
739,2085-01-01,21.6064516129032,22.2451612903226,24.4451612903226,26.3225806451613,27.2096774193548,29.7645161290323,17.5,17.4903225806452,19.4838709677419,Tournais
740,2086-01-01,21.9064516129032,21.0451612903226,20.9451612903226,26.9225806451613,25.4096774193548,25.5645161290323,17.2,17.0903225806452,16.8838709677419,Tournais
741,2087-01-01,21.7064516129032,21.3451612903226,21.1451612903226,27.0225806451613,26.3096774193548,26.4645161290323,16.8,16.6903225806452,16.0838709677419,Tournais
742,2088-01-01,21.5064516129032,20.4451612903226,18.4451612903226,26.9225806451613,25.0096774193548,22.7645161290323,16.6,16.5903225806452,14.7838709677419,Tournais
743,2089-01-01,22.5064516129032,22.8451612903226,22.1451612903226,27.6225806451613,27.7096774193548,26.9645161290323,17.9,18.2903225806452,17.7838709677419,Tournais
744,2090-01-01,23.4064516129032,19.4451612903226,21.9451612903226,27.8225806451613,23.5096774193548,27.3645161290323,19.6,15.8903225806452,16.7838709677419,Tournais
745,2091-01-01,21.7064516129032,19.6451612903226,20.0451612903226,26.5225806451613,23.6096774193548,24.1645161290323,17.5,16.2903225806452,16.9838709677419,Tournais
746,2092-01-01,21.5064516129032,20.0451612903226,20.5451612903226,26.3225806451613,24.4096774193548,24.5645161290323,17.2,16.0903225806452,17.0838709677419,Tournais
747,2093-01-01,21.0064516129032,21.5451612903226,23.4451612903226,26.4225806451613,26.8096774193548,28.9645161290323,16.1,16.5903225806452,18.3838709677419,Tournais
748,2094-01-01,21.5064516129032,22.4451612903226,21.1451612903226,26.5225806451613,27.9096774193548,25.4645161290323,17.1,17.2903225806452,17.3838709677419,Tournais
749,2095-01-01,21.9064516129032,21.8451612903226,22.8451612903226,27.2225806451613,26.4096774193548,27.5645161290323,17.3,17.6903225806452,19.0838709677419,Tournais
750,2096-01-01,22.1064516129032,20.7451612903226,21.5451612903226,27.0225806451613,25.4096774193548,26.7645161290323,17.7,16.7903225806452,16.7838709677419,Tournais
751,2097-01-01,21.4064516129032,20.4451612903226,21.7451612903226,26.1225806451613,24.8096774193548,26.2645161290323,17.0,16.4903225806452,17.6838709677419,Tournais
752,2098-01-01,22.1064516129032,22.2451612903226,21.4451612903226,26.7225806451613,26.9096774193548,25.6645161290323,18.2,17.9903225806452,17.6838709677419,Tournais
753,2099-01-01,21.3064516129032,22.0451612903226,21.6451612903226,26.0225806451613,26.7096774193548,26.3645161290323,17.5,18.0903225806452,17.3838709677419,Tournais
754,2100-01-01,21.5064516129032,22.2451612903226,22.2451612903226,26.0225806451613,27.4096774193548,27.0645161290323,17.8,17.0903225806452,17.9838709677419,Tournais
